start time,1632917632.0629423
times of actions,"[[0, 0.001996755599975586, (<Action.MOVE: 2>, 0, -1)], [1, 0.05800127983093262, (<Action.MOVE: 2>, -1, 0)], [0, 0.002952098846435547, (<Action.MOVE: 2>, 0, 1)], [1, 0.09795451164245605, (<Action.MOVE: 2>, 0, 1)], [0, 0.00800466537475586, (<Action.MOVE: 2>, 0, -1)], [1, 0.1629948616027832, (<Action.MOVE: 2>, 0, 1)], [0, 0.004000663757324219, (<Action.MOVE: 2>, 0, 1)], [1, 0.5582044124603271, (<Action.MOVE: 2>, -1, 0)], [0, 0.0030431747436523438, (<Action.MOVE: 2>, 1, 0)], [1, 0.6879978179931641, (<Action.MOVE: 2>, -1, 0)], [0, 0.006038188934326172, (<Action.MOVE: 2>, -1, 0)], [1, 0.507943868637085, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,5
iterations,3
times of actions,"[[0, 0.0040035247802734375, (<Action.MOVE: 2>, 0, 1)], [1, 0.22298145294189453, (<Action.MOVE: 2>, 1, 0)], [0, 0.008987665176391602, (<Action.MOVE: 2>, 0, -1)], [1, 0.0910024642944336, (<Action.MOVE: 2>, -1, 0)]]"
winner,none
game,6
iterations,7
times of actions,"[[0, 0.003991603851318359, (<Action.MOVE: 2>, 0, -1)], [1, 0.3469991683959961, (<Action.MOVE: 2>, -1, 0)], [0, 0.0060007572174072266, (<Action.MOVE: 2>, -1, 0)], [1, 0.517054557800293, (<Action.MOVE: 2>, 0, -1)], [0, 0.004967212677001953, (<Action.MOVE: 2>, 1, 0)], [1, 0.7010056972503662, (<Action.MOVE: 2>, 1, 0)], [0, 0.006002664566040039, (<Action.MOVE: 2>, -1, 0)], [1, 0.5709974765777588, (<Action.MOVE: 2>, -1, 0)]]"
winner,none
game,7
iterations,10
times of actions,"[[0, 0.005017518997192383, (<Action.MOVE: 2>, 1, 0)], [1, 0.5289583206176758, (<Action.MOVE: 2>, -1, 0)], [0, 0.009015083312988281, <Action.KICK: 1>], [1, 0.5119979381561279, (<Action.MOVE: 2>, 0, 1)], [0, 0.003998279571533203, (<Action.MOVE: 2>, 0, 1)], [1, 0.5249693393707275, (<Action.MOVE: 2>, 0, -1)], [0, 0.00603938102722168, (<Action.MOVE: 2>, 0, 1)], [1, 0.5069999694824219, (<Action.MOVE: 2>, -1, 0)], [0, 0.002999544143676758, (<Action.MOVE: 2>, 1, 0)], [1, 0.5270471572875977, <Action.KICK: 1>]]"
winner,blue
game,8
iterations,3
times of actions,"[[0, 0.00400233268737793, (<Action.MOVE: 2>, 0, -1)], [1, 0.09004044532775879, (<Action.MOVE: 2>, -1, 0)], [0, 0.006763458251953125, (<Action.MOVE: 2>, 0, 1)], [1, 0.11699748039245605, (<Action.MOVE: 2>, 1, 0)]]"
winner,none
game,9
iterations,10
times of actions,"[[0, 0.004998683929443359, (<Action.MOVE: 2>, 1, 0)], [1, 0.2879934310913086, (<Action.MOVE: 2>, 0, 1)], [0, 0.0060100555419921875, (<Action.MOVE: 2>, 0, -1)], [1, 0.24196505546569824, (<Action.MOVE: 2>, -1, 0)], [0, 0.0049533843994140625, (<Action.MOVE: 2>, -1, 0)], [1, 0.5400040149688721, (<Action.MOVE: 2>, -1, 0)], [0, 0.004994392395019531, (<Action.MOVE: 2>, -1, 0)], [1, 0.25676965713500977, (<Action.MOVE: 2>, -1, 0)], [0, 0.003002643585205078, (<Action.MOVE: 2>, 1, 0)], [1, 0.27800440788269043, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,10
iterations,12
times of actions,"[[0, 0.0050046443939208984, (<Action.MOVE: 2>, 0, -1)], [1, 0.13699650764465332, (<Action.MOVE: 2>, 0, 1)], [0, 0.010998964309692383, (<Action.MOVE: 2>, 0, -1)], [1, 0.15700054168701172, (<Action.MOVE: 2>, -1, 0)], [0, 0.00496220588684082, (<Action.MOVE: 2>, 0, 1)], [1, 0.3469665050506592, (<Action.MOVE: 2>, 0, 1)], [0, 0.005954742431640625, (<Action.MOVE: 2>, -1, 0)], [1, 0.5850000381469727, (<Action.MOVE: 2>, -1, 0)], [0, 0.0069620609283447266, (<Action.MOVE: 2>, 0, 1)], [1, 0.45200228691101074, (<Action.MOVE: 2>, 0, -1)], [0, 0.004996776580810547, (<Action.MOVE: 2>, 1, 0)], [1, 0.6549990177154541, <Action.KICK: 1>]]"
winner,blue
game,11
iterations,8
times of actions,"[[0, 0.001001119613647461, (<Action.MOVE: 2>, 0, 1)], [1, 0.21795344352722168, (<Action.MOVE: 2>, -1, 0)], [0, 0.00800013542175293, (<Action.MOVE: 2>, 0, -1)], [1, 0.3992886543273926, (<Action.MOVE: 2>, -1, 0)], [0, 0.002967357635498047, (<Action.MOVE: 2>, 0, 1)], [1, 0.5299994945526123, (<Action.MOVE: 2>, 0, 1)], [0, 0.0050029754638671875, (<Action.MOVE: 2>, 0, -1)], [1, 0.272968053817749, <Action.KICK: 1>]]"
winner,blue
game,12
iterations,12
times of actions,"[[0, 0.001997709274291992, (<Action.MOVE: 2>, 1, 0)], [1, 0.3419666290283203, (<Action.MOVE: 2>, -1, 0)], [0, 0.005945444107055664, (<Action.MOVE: 2>, -1, 0)], [1, 0.526003360748291, (<Action.MOVE: 2>, -1, 0)], [0, 0.0069615840911865234, (<Action.MOVE: 2>, 0, -1)], [1, 0.4619436264038086, (<Action.MOVE: 2>, 0, -1)], [0, 0.006947755813598633, (<Action.MOVE: 2>, 0, 1)], [1, 0.4049668312072754, (<Action.MOVE: 2>, -1, 0)], [0, 0.004998922348022461, (<Action.MOVE: 2>, 1, 0)], [1, 0.5400469303131104, (<Action.MOVE: 2>, 0, 1)], [0, 0.01000070571899414, (<Action.MOVE: 2>, 1, 0)], [1, 0.40199899673461914, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,13
iterations,10
times of actions,"[[0, 0.0029942989349365234, (<Action.MOVE: 2>, 0, 1)], [1, 0.1529991626739502, (<Action.MOVE: 2>, -1, 0)], [0, 0.0049974918365478516, (<Action.MOVE: 2>, 0, -1)], [1, 0.24601197242736816, (<Action.MOVE: 2>, 0, -1)], [0, 0.0069653987884521484, (<Action.MOVE: 2>, 0, -1)], [1, 0.5929586887359619, (<Action.MOVE: 2>, -1, 0)], [0, 0.007960081100463867, (<Action.MOVE: 2>, 1, 0)], [1, 0.7329885959625244, (<Action.MOVE: 2>, -1, 0)], [0, 0.01101541519165039, (<Action.MOVE: 2>, 1, 0)], [1, 0.40796756744384766, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,14
iterations,10
times of actions,"[[0, 0.0020003318786621094, (<Action.MOVE: 2>, 0, 1)], [1, 0.15700030326843262, (<Action.MOVE: 2>, -1, 0)], [0, 0.009003877639770508, (<Action.MOVE: 2>, 1, 0)], [1, 0.35105085372924805, (<Action.MOVE: 2>, 0, 1)], [0, 0.01000070571899414, (<Action.MOVE: 2>, 0, -1)], [1, 0.5610475540161133, (<Action.MOVE: 2>, -1, 0)], [0, 0.00696253776550293, (<Action.MOVE: 2>, 1, 0)], [1, 0.38500094413757324, (<Action.MOVE: 2>, -1, 0)], [0, 0.004946470260620117, (<Action.MOVE: 2>, 0, 1)], [1, 0.41092896461486816, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,15
iterations,10
times of actions,"[[0, 0.0029516220092773438, (<Action.MOVE: 2>, 1, 0)], [1, 0.1639249324798584, (<Action.MOVE: 2>, -1, 0)], [0, 0.0039997100830078125, (<Action.MOVE: 2>, -1, 0)], [1, 0.21800470352172852, (<Action.MOVE: 2>, 0, 1)], [0, 0.0040531158447265625, (<Action.MOVE: 2>, 1, 0)], [1, 0.5789992809295654, (<Action.MOVE: 2>, -1, 0)], [0, 0.005998849868774414, (<Action.MOVE: 2>, 0, 1)], [1, 0.6210422515869141, (<Action.MOVE: 2>, -1, 0)], [0, 0.00803232192993164, (<Action.MOVE: 2>, 0, 1)], [1, 0.4769585132598877, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,16
iterations,14
times of actions,"[[0, 0.0040018558502197266, (<Action.MOVE: 2>, -1, 0)], [1, 0.22383880615234375, (<Action.MOVE: 2>, 1, 0)], [0, 0.004976987838745117, (<Action.MOVE: 2>, 1, 0)], [1, 0.20400285720825195, (<Action.MOVE: 2>, 0, -1)], [0, 0.007000923156738281, (<Action.MOVE: 2>, 0, 1)], [1, 0.17899203300476074, (<Action.MOVE: 2>, -1, 0)], [0, 0.010787487030029297, (<Action.MOVE: 2>, 1, 0)], [1, 0.40291476249694824, (<Action.MOVE: 2>, -1, 0)], [0, 0.006954193115234375, (<Action.MOVE: 2>, 1, 0)], [1, 0.7310371398925781, (<Action.MOVE: 2>, -1, 0)], [0, 0.0069692134857177734, (<Action.MOVE: 2>, 0, 1)], [1, 0.35796689987182617, (<Action.MOVE: 2>, -1, 0)], [0, 0.003994464874267578, (<Action.MOVE: 2>, -1, 0)], [1, 0.2779991626739502, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,17
iterations,16
times of actions,"[[0, 0.006040334701538086, (<Action.MOVE: 2>, -1, 0)], [1, 0.17500615119934082, (<Action.MOVE: 2>, 1, 0)], [0, 0.008004903793334961, (<Action.MOVE: 2>, 1, 0)], [1, 0.1790027618408203, (<Action.MOVE: 2>, 0, -1)], [0, 0.012007474899291992, (<Action.MOVE: 2>, 1, 0)], [1, 0.4180023670196533, (<Action.MOVE: 2>, -1, 0)], [0, 0.010002613067626953, (<Action.MOVE: 2>, 0, 1)], [1, 0.6195571422576904, (<Action.MOVE: 2>, 1, 0)], [0, 0.009950399398803711, (<Action.MOVE: 2>, 1, 0)], [1, 0.39394140243530273, (<Action.MOVE: 2>, -1, 0)], [0, 0.009037494659423828, (<Action.MOVE: 2>, 0, -1)], [1, 0.751030445098877, (<Action.MOVE: 2>, 0, 1)], [0, 0.00602412223815918, (<Action.MOVE: 2>, -1, 0)], [1, 0.6079986095428467, (<Action.MOVE: 2>, 1, 0)], [0, 0.003995656967163086, (<Action.MOVE: 2>, 0, -1)], [1, 0.6620028018951416, (<Action.MOVE: 2>, -1, 0)], [0, 0.003946065902709961, (<Action.MOVE: 2>, 0, 1)]]"
winner,none
game,18
iterations,10
times of actions,"[[0, 0.0019638538360595703, (<Action.MOVE: 2>, 1, 0)], [1, 0.15695762634277344, (<Action.MOVE: 2>, -1, 0)], [0, 0.0070018768310546875, (<Action.MOVE: 2>, -1, 0)], [1, 0.15250849723815918, (<Action.MOVE: 2>, 0, 1)], [0, 0.003923892974853516, (<Action.MOVE: 2>, 1, 0)], [1, 0.5430009365081787, (<Action.MOVE: 2>, -1, 0)], [0, 0.00794672966003418, (<Action.MOVE: 2>, 0, 1)], [1, 0.7559957504272461, (<Action.MOVE: 2>, -1, 0)], [0, 0.00989079475402832, (<Action.MOVE: 2>, 0, 1)], [1, 0.4349958896636963, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,19
iterations,20
times of actions,"[[0, 0.003966569900512695, (<Action.MOVE: 2>, 1, 0)], [1, 0.17005443572998047, (<Action.MOVE: 2>, 1, 0)], [0, 0.01094198226928711, (<Action.MOVE: 2>, 0, 1)], [1, 0.08799886703491211, (<Action.MOVE: 2>, -1, 0)], [0, 0.00996088981628418, (<Action.MOVE: 2>, 0, 1)], [1, 0.09399890899658203, (<Action.MOVE: 2>, -1, 0)], [0, 0.0039975643157958984, (<Action.MOVE: 2>, -1, 0)], [1, 0.07200098037719727, (<Action.MOVE: 2>, 0, 1)], [0, 0.0029997825622558594, (<Action.MOVE: 2>, 0, -1)], [1, 0.22021913528442383, (<Action.MOVE: 2>, 0, 1)], [0, 0.003998279571533203, (<Action.MOVE: 2>, 1, 0)], [1, 0.6838898658752441, (<Action.MOVE: 2>, 0, -1)], [0, 0.005995035171508789, (<Action.MOVE: 2>, 0, 1)], [1, 0.5679855346679688, (<Action.MOVE: 2>, -1, 0)], [0, 0.004036426544189453, (<Action.MOVE: 2>, 1, 0)], [1, 0.542999267578125, (<Action.MOVE: 2>, -1, 0)], [0, 0.004990577697753906, (<Action.MOVE: 2>, 1, 0)], [1, 0.45395350456237793, (<Action.MOVE: 2>, 0, 1)], [0, 0.007962226867675781, (<Action.MOVE: 2>, -1, 0)], [1, 0.30904316902160645, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,20
iterations,16
times of actions,"[[0, 0.006003141403198242, (<Action.MOVE: 2>, 1, 0)], [1, 0.313004732131958, (<Action.MOVE: 2>, 0, 1)], [0, 0.011141777038574219, (<Action.MOVE: 2>, 0, 1)], [1, 0.730947732925415, (<Action.MOVE: 2>, -1, 0)], [0, 0.009966135025024414, (<Action.MOVE: 2>, -1, 0)], [1, 0.7754988670349121, (<Action.MOVE: 2>, 1, 0)], [0, 0.007005929946899414, (<Action.MOVE: 2>, 0, -1)], [1, 0.9180176258087158, (<Action.MOVE: 2>, -1, 0)], [0, 0.006002664566040039, (<Action.MOVE: 2>, 0, -1)], [1, 0.6465294361114502, (<Action.MOVE: 2>, -1, 0)], [0, 0.0059969425201416016, (<Action.MOVE: 2>, 0, 1)], [1, 0.690997838973999, (<Action.MOVE: 2>, -1, 0)], [0, 0.007964372634887695, (<Action.MOVE: 2>, 0, -1)], [1, 0.28000378608703613, (<Action.MOVE: 2>, -1, 0)], [0, 0.003951072692871094, (<Action.MOVE: 2>, 1, 0)], [1, 0.2909860610961914, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,21
iterations,10
times of actions,"[[0, 0.003055095672607422, (<Action.MOVE: 2>, 0, 1)], [1, 0.1589980125427246, (<Action.MOVE: 2>, -1, 0)], [0, 0.005945444107055664, (<Action.MOVE: 2>, 0, 1)], [1, 0.16196298599243164, (<Action.MOVE: 2>, 0, -1)], [0, 0.00403594970703125, (<Action.MOVE: 2>, 0, -1)], [1, 0.5649991035461426, (<Action.MOVE: 2>, -1, 0)], [0, 0.007966995239257812, (<Action.MOVE: 2>, 0, 1)], [1, 0.26200199127197266, (<Action.MOVE: 2>, -1, 0)], [0, 0.0039980411529541016, (<Action.MOVE: 2>, 1, 0)], [1, 0.291001558303833, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,22
iterations,8
times of actions,"[[0, 0.006995201110839844, (<Action.MOVE: 2>, -1, 0)], [1, 0.23696541786193848, (<Action.MOVE: 2>, -1, 0)], [0, 0.0069887638092041016, (<Action.MOVE: 2>, 0, -1)], [1, 0.5870449542999268, (<Action.MOVE: 2>, 0, -1)], [0, 0.0070116519927978516, (<Action.MOVE: 2>, 0, 1)], [1, 0.602001428604126, (<Action.MOVE: 2>, -1, 0)], [0, 0.007878541946411133, (<Action.MOVE: 2>, 0, -1)], [1, 0.4490020275115967, <Action.KICK: 1>]]"
winner,blue
game,23
iterations,8
times of actions,"[[0, 0.0039522647857666016, (<Action.MOVE: 2>, 1, 0)], [1, 0.36200571060180664, (<Action.MOVE: 2>, -1, 0)], [0, 0.009999513626098633, (<Action.MOVE: 2>, 0, 1)], [1, 0.5800027847290039, (<Action.MOVE: 2>, -1, 0)], [0, 0.0039942264556884766, (<Action.MOVE: 2>, 0, -1)], [1, 0.6050691604614258, (<Action.MOVE: 2>, -1, 0)], [0, 0.01096487045288086, (<Action.MOVE: 2>, -1, 0)], [1, 0.3750021457672119, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,24
iterations,12
times of actions,"[[0, 0.004998445510864258, (<Action.MOVE: 2>, 1, 0)], [1, 0.6129984855651855, (<Action.MOVE: 2>, -1, 0)], [0, 0.016984939575195312, (<Action.MOVE: 2>, 1, 0)], [1, 0.45399904251098633, (<Action.MOVE: 2>, 1, 0)], [0, 0.010055065155029297, <Action.KICK: 1>], [1, 0.8090543746948242, (<Action.MOVE: 2>, 0, 1)], [0, 0.0070476531982421875, (<Action.MOVE: 2>, 1, 0)], [1, 0.8260016441345215, (<Action.MOVE: 2>, 0, 1)], [0, 0.0059986114501953125, (<Action.MOVE: 2>, -1, 0)], [1, 0.8399889469146729, (<Action.MOVE: 2>, 1, 0)], [0, 0.006971597671508789, (<Action.MOVE: 2>, 0, -1)], [1, 0.6510045528411865, (<Action.MOVE: 2>, -1, 0)], [0, 0.00500178337097168, (<Action.MOVE: 2>, 0, 1)]]"
winner,none
game,25
iterations,18
times of actions,"[[0, 0.0010313987731933594, (<Action.MOVE: 2>, 1, 0)], [1, 0.15898585319519043, (<Action.MOVE: 2>, -1, 0)], [0, 0.003998756408691406, (<Action.MOVE: 2>, 0, 1)], [1, 0.35899996757507324, (<Action.MOVE: 2>, 0, -1)], [0, 0.011034488677978516, (<Action.MOVE: 2>, 0, 1)], [1, 0.8110020160675049, (<Action.MOVE: 2>, 0, 1)], [0, 0.005998134613037109, (<Action.MOVE: 2>, 0, -1)], [1, 0.794039249420166, (<Action.MOVE: 2>, 1, 0)], [0, 0.004943132400512695, (<Action.MOVE: 2>, -1, 0)], [1, 0.6790015697479248, (<Action.MOVE: 2>, -1, 0)], [0, 0.003953695297241211, (<Action.MOVE: 2>, 0, -1)], [1, 0.437999963760376, (<Action.MOVE: 2>, -1, 0)], [0, 0.0030057430267333984, (<Action.MOVE: 2>, 1, 0)], [1, 0.4419596195220947, (<Action.MOVE: 2>, -1, 0)], [0, 0.005003452301025391, (<Action.MOVE: 2>, 1, 0)], [1, 0.5259976387023926, (<Action.MOVE: 2>, 0, -1)], [0, 0.007001399993896484, (<Action.MOVE: 2>, 1, 0)], [1, 0.3370327949523926, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,26
iterations,8
times of actions,"[[0, 0.0020012855529785156, (<Action.MOVE: 2>, 0, 1)], [1, 0.11196041107177734, (<Action.MOVE: 2>, -1, 0)], [0, 0.010001420974731445, (<Action.MOVE: 2>, 1, 0)], [1, 0.1900036334991455, (<Action.MOVE: 2>, 1, 0)], [0, 0.012002229690551758, (<Action.MOVE: 2>, 0, 1)], [1, 0.22098541259765625, (<Action.MOVE: 2>, 1, 0)], [0, 0.011004447937011719, (<Action.MOVE: 2>, 0, 1)], [1, 0.09306788444519043, (<Action.MOVE: 2>, -1, 0)], [0, 0.012007713317871094, (<Action.MOVE: 2>, 0, -1)]]"
winner,none
game,27
iterations,16
times of actions,"[[0, 0.003001689910888672, (<Action.MOVE: 2>, 1, 0)], [1, 0.15894341468811035, (<Action.MOVE: 2>, 0, 1)], [0, 0.006052970886230469, (<Action.MOVE: 2>, 0, -1)], [1, 0.3079831600189209, (<Action.MOVE: 2>, -1, 0)], [0, 0.006000995635986328, (<Action.MOVE: 2>, -1, 0)], [1, 0.2460010051727295, (<Action.MOVE: 2>, 0, 1)], [0, 0.005999326705932617, (<Action.MOVE: 2>, 1, 0)], [1, 0.8540034294128418, (<Action.MOVE: 2>, 0, 1)], [0, 0.012953758239746094, (<Action.MOVE: 2>, -1, 0)], [1, 0.6430041790008545, (<Action.MOVE: 2>, 1, 0)], [0, 0.003998994827270508, (<Action.MOVE: 2>, 0, -1)], [1, 0.6680502891540527, (<Action.MOVE: 2>, -1, 0)], [0, 0.006002902984619141, (<Action.MOVE: 2>, 0, -1)], [1, 0.44499897956848145, (<Action.MOVE: 2>, -1, 0)], [0, 0.004948854446411133, (<Action.MOVE: 2>, 0, 1)], [1, 0.5200014114379883, <Action.KICK: 1>]]"
winner,blue
game,28
iterations,18
times of actions,"[[0, 0.008013486862182617, (<Action.MOVE: 2>, 1, 0)], [1, 0.708005428314209, (<Action.MOVE: 2>, -1, 0)], [0, 0.017962932586669922, (<Action.MOVE: 2>, 1, 0)], [1, 0.4730415344238281, (<Action.MOVE: 2>, 1, 0)], [0, 0.01700115203857422, (<Action.MOVE: 2>, 1, 0)], [1, 0.4340176582336426, (<Action.MOVE: 2>, 1, 0)], [0, 0.008047819137573242, <Action.KICK: 1>], [1, 0.9180400371551514, (<Action.MOVE: 2>, -1, 0)], [0, 0.0069959163665771484, (<Action.MOVE: 2>, 0, -1)], [1, 0.6899988651275635, (<Action.MOVE: 2>, -1, 0)], [0, 0.007044553756713867, (<Action.MOVE: 2>, -1, 0)], [1, 0.491008996963501, (<Action.MOVE: 2>, -1, 0)], [0, 0.003000974655151367, (<Action.MOVE: 2>, 1, 0)], [1, 0.6960055828094482, (<Action.MOVE: 2>, -1, 0)], [0, 0.005004405975341797, (<Action.MOVE: 2>, -1, 0)], [1, 0.6589610576629639, (<Action.MOVE: 2>, 0, 1)], [0, 0.003994464874267578, (<Action.MOVE: 2>, 0, 1)], [1, 0.5789995193481445, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,29
iterations,4
times of actions,"[[0, 0.0039825439453125, (<Action.MOVE: 2>, 0, 1)], [1, 0.2570455074310303, (<Action.MOVE: 2>, 1, 0)], [0, 0.011962652206420898, (<Action.MOVE: 2>, -1, 0)], [1, 0.0970001220703125, (<Action.MOVE: 2>, -1, 0)], [0, 0.005002498626708984, (<Action.MOVE: 2>, 1, 0)]]"
winner,none
game,30
iterations,20
times of actions,"[[0, 0.005043506622314453, (<Action.MOVE: 2>, 0, 1)], [1, 0.1870436668395996, (<Action.MOVE: 2>, 1, 0)], [0, 0.01201486587524414, (<Action.MOVE: 2>, 0, 1)], [1, 0.08999991416931152, (<Action.MOVE: 2>, -1, 0)], [0, 0.010007619857788086, (<Action.MOVE: 2>, 1, 0)], [1, 0.1880354881286621, (<Action.MOVE: 2>, 1, 0)], [0, 0.006999492645263672, (<Action.MOVE: 2>, 1, 0)], [1, 0.09298896789550781, (<Action.MOVE: 2>, -1, 0)], [0, 0.006989240646362305, (<Action.MOVE: 2>, 0, 1)], [1, 0.09804201126098633, (<Action.MOVE: 2>, -1, 0)], [0, 0.003943681716918945, (<Action.MOVE: 2>, 1, 0)], [1, 0.07600736618041992, (<Action.MOVE: 2>, 0, 1)], [0, 0.0029649734497070312, (<Action.MOVE: 2>, 0, -1)], [1, 0.23096251487731934, (<Action.MOVE: 2>, 0, 1)], [0, 0.004000663757324219, (<Action.MOVE: 2>, -1, 0)], [1, 0.6869995594024658, (<Action.MOVE: 2>, -1, 0)], [0, 0.009968996047973633, (<Action.MOVE: 2>, 0, -1)], [1, 0.5509366989135742, (<Action.MOVE: 2>, -1, 0)], [0, 0.006003379821777344, (<Action.MOVE: 2>, 0, -1)], [1, 0.3849625587463379, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,31
iterations,8
times of actions,"[[0, 0.003998756408691406, (<Action.MOVE: 2>, 0, -1)], [1, 0.2520008087158203, (<Action.MOVE: 2>, -1, 0)], [0, 0.007000446319580078, (<Action.MOVE: 2>, 0, 1)], [1, 0.5650839805603027, (<Action.MOVE: 2>, -1, 0)], [0, 0.008002519607543945, (<Action.MOVE: 2>, 1, 0)], [1, 0.596996545791626, (<Action.MOVE: 2>, -1, 0)], [0, 0.010999202728271484, (<Action.MOVE: 2>, -1, 0)], [1, 0.44400548934936523, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,32
iterations,10
times of actions,"[[0, 0.00803065299987793, (<Action.MOVE: 2>, 1, 0)], [1, 0.3720080852508545, (<Action.MOVE: 2>, 0, 1)], [0, 0.011999368667602539, (<Action.MOVE: 2>, -1, 0)], [1, 0.3950502872467041, (<Action.MOVE: 2>, -1, 0)], [0, 0.01200103759765625, (<Action.MOVE: 2>, 1, 0)], [1, 0.8630185127258301, (<Action.MOVE: 2>, -1, 0)], [0, 0.006000041961669922, (<Action.MOVE: 2>, 1, 0)], [1, 0.5400032997131348, (<Action.MOVE: 2>, -1, 0)], [0, 0.0069577693939208984, (<Action.MOVE: 2>, 0, -1)], [1, 0.26999902725219727, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,33
iterations,8
times of actions,"[[0, 0.0019528865814208984, (<Action.MOVE: 2>, 0, 1)], [1, 0.10501265525817871, (<Action.MOVE: 2>, -1, 0)], [0, 0.0019996166229248047, (<Action.MOVE: 2>, 0, -1)], [1, 0.21799898147583008, (<Action.MOVE: 2>, 0, -1)], [0, 0.006034374237060547, (<Action.MOVE: 2>, 0, 1)], [1, 0.4170408248901367, (<Action.MOVE: 2>, -1, 0)], [0, 0.003965616226196289, (<Action.MOVE: 2>, 0, -1)], [1, 0.3650045394897461, <Action.KICK: 1>]]"
winner,blue
game,34
iterations,4
times of actions,"[[0, 0.002034425735473633, (<Action.MOVE: 2>, 0, 1)], [1, 0.18097734451293945, (<Action.MOVE: 2>, 1, 0)], [0, 0.005003452301025391, (<Action.MOVE: 2>, 0, 1)], [1, 0.09599947929382324, (<Action.MOVE: 2>, -1, 0)], [0, 0.003995656967163086, (<Action.MOVE: 2>, 0, -1)]]"
winner,none
game,35
iterations,16
times of actions,"[[0, 0.00599217414855957, (<Action.MOVE: 2>, 1, 0)], [1, 0.1900038719177246, (<Action.MOVE: 2>, 1, 0)], [0, 0.013969898223876953, (<Action.MOVE: 2>, 1, 0)], [1, 0.09394478797912598, (<Action.MOVE: 2>, -1, 0)], [0, 0.011001348495483398, (<Action.MOVE: 2>, 0, -1)], [1, 0.1890394687652588, (<Action.MOVE: 2>, -1, 0)], [0, 0.007000446319580078, (<Action.MOVE: 2>, 1, 0)], [1, 0.12703585624694824, (<Action.MOVE: 2>, 0, 1)], [0, 0.004038572311401367, (<Action.MOVE: 2>, 0, -1)], [1, 0.22296380996704102, (<Action.MOVE: 2>, 0, 1)], [0, 0.004000425338745117, (<Action.MOVE: 2>, -1, 0)], [1, 0.7169923782348633, (<Action.MOVE: 2>, -1, 0)], [0, 0.006002187728881836, (<Action.MOVE: 2>, 0, 1)], [1, 0.5189988613128662, (<Action.MOVE: 2>, -1, 0)], [0, 0.010041475296020508, (<Action.MOVE: 2>, 0, 1)], [1, 0.3950364589691162, (<Action.MOVE: 2>, -1, 0)]]"
winner,blue
game,36
iterations,10
